,ABC News,CBS News,NBC News,NPR,Rush Limbaugh Show (radio),Sean Hannity Show (radio),Washington Post,The New York Times,HuffPost,Breitbart,BBC,Time,Univision,Vice,Daily Caller,Fox News,MSNBC,CNN,PBS,The Wall Street Journal,USA Today,Politico,BuzzFeed,Newsweek,Business Insider,Vox,The Hill,Washington Examiner,New York Post,The Guardian,Opinion of Trump,Party,Social Media Usage,Weights,Age/Sex Category
9019,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,2,2,0,0.6,Republican,Sometimes,102.0,7.0
9020,2,2,1,1,2,2,2,0,2,2,2,2,0,0,0,2,1,2,1,0,0,2,0,2,0,0,0,0,0,0,-1.0,Democrat,Sometimes,319.0,8.0
9021,2,2,2,2,1,2,2,2,2,0,1,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,0,1.0,Republican,Never,106.0,7.0
9022,2,2,2,2,2,0,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0.5,Independent,Often,1256.0,3.0
9023,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-0.8,Democrat,Hardly Ever,427.0,3.0
9024,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,0,2,2,2,2,0,2,2,-1.0,Democrat,Often,101.0,6.0
9025,1,1,1,1,2,2,2,1,2,2,1,2,2,0,0,2,2,2,1,1,2,1,2,2,2,0,0,2,0,2,-0.5,Democrat,Hardly Ever,77.0,8.0
9026,2,2,2,0,0,0,2,2,2,0,2,2,0,0,0,1,2,0,2,2,2,0,2,2,0,0,0,2,2,0,-1.0,Independent,Sometimes,574.0,4.0
9027,1,1,2,0,2,0,2,2,0,0,0,2,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,-0.8,Democrat,Hardly Ever,141.0,8.0
9028,1,1,1,0,0,2,1,1,1,2,2,2,2,0,2,2,1,1,2,2,2,1,1,2,0,0,1,0,2,2,-1.0,Republican,Sometimes,238.0,8.0
9029,2,2,1,1,0,0,2,2,0,0,2,0,0,0,0,2,2,2,1,2,2,0,0,2,0,0,0,2,2,0,0.2,Republican,Hardly Ever,145.0,7.0
9030,1,1,2,0,2,0,2,0,0,0,2,2,2,0,0,1,2,2,2,2,2,0,0,2,0,2,0,2,2,2,-0.4,Independent,Hardly Ever,368.0,5.0
9031,2,1,2,2,2,2,2,2,1,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,2,2,-1.0,Democrat,Often,471.0,8.0
9032,1,2,2,2,2,2,2,2,2,2,2,2,0,2,0,1,2,1,2,1,2,2,0,2,2,0,2,0,2,2,0.0,Republican,Sometimes,161.0,3.0
9033,2,2,2,2,1,1,1,2,2,1,2,2,2,0,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,2,0.8,Republican,Never,223.0,7.0
9034,2,1,1,1,2,2,2,2,2,2,2,2,0,0,0,2,1,1,1,1,2,2,2,2,0,0,0,2,0,2,-0.9,Democrat,Never,82.0,7.0
9035,2,2,2,2,1,1,2,2,2,1,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,0,2,1,2,2,1.0,Republican,Hardly Ever,174.0,7.0
9036,2,2,1,2,2,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0.6,Republican,Never,107.0,5.0
9037,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,2,2,0,2,2,2,2,2,2,2,2,0.0,Democrat,Never,77.0,8.0
9038,2,2,2,0,1,1,2,2,0,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,0,1.0,Republican,Never,98.0,5.0
9039,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,1,2,2,2,1,2,1,0,0,0,0,1,1,2,2,0.7,Independent,Hardly Ever,105.0,7.0
9040,1,2,1,0,2,2,2,1,0,0,1,1,0,0,0,2,1,1,2,1,2,0,0,2,0,0,0,0,0,0,0.0,Independent,Never,710.0,7.0
9041,1,1,1,1,2,2,1,1,2,2,1,2,2,0,0,2,1,1,1,1,2,2,2,2,0,0,0,0,2,2,-1.0,Independent,Hardly Ever,113.0,7.0
9042,2,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,Independent,Never,226.0,6.0
9043,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,2,2,2,2,2,2,2,0,0,2,2,2,-1.0,Independent,Never,107.0,4.0
9044,2,2,2,0,2,0,2,2,0,0,2,2,2,0,0,1,2,2,2,2,2,0,2,2,0,0,0,0,0,2,0.5,Republican,Sometimes,211.0,5.0
9045,2,2,2,1,2,2,2,2,2,0,2,2,2,0,0,2,1,2,2,2,2,0,2,2,2,0,0,0,2,0,0.5,Independent,Hardly Ever,158.0,5.0
9046,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0.8,Republican,Never,174.0,7.0
9047,2,2,2,0,2,2,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,1.0,Republican,Hardly Ever,201.0,8.0
9048,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0.5,Republican,Sometimes,148.0,4.0
9049,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,-0.8,Republican,Often,226.0,3.0
9050,2,2,2,2,2,0,2,2,2,0,2,2,2,0,0,2,2,1,2,2,2,0,2,2,0,0,0,2,2,0,-0.6,Independent,Never,157.0,6.0
9051,2,1,2,2,1,2,2,2,2,2,2,2,2,0,2,1,2,1,2,2,2,2,2,2,0,0,2,2,2,2,1.0,Independent,Never,499.0,7.0
9052,1,2,2,1,2,2,2,2,2,2,1,2,0,0,0,2,2,2,1,2,2,0,0,2,0,0,0,0,2,2,-0.94,Democrat,Hardly Ever,85.0,8.0
9053,2,1,2,2,0,0,2,2,1,0,2,2,0,0,0,2,1,1,2,2,2,1,0,2,0,0,0,0,0,0,-1.0,Independent,Hardly Ever,255.0,7.0
9054,1,1,1,2,2,2,1,1,2,0,1,2,2,0,0,2,2,1,1,1,2,0,2,2,1,0,0,0,2,1,-0.8,Independent,Hardly Ever,64.0,7.0
9055,2,2,2,1,2,2,1,2,2,2,1,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,-1.0,Democrat,Often,95.0,4.0
9056,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,2,2,2,2,2,0,2,0,0,2,2,0.5,Independent,Never,303.0,5.0
9057,2,2,2,1,1,2,2,2,2,2,1,2,0,0,0,1,2,2,1,2,2,2,2,2,2,0,0,2,2,0,1.0,Republican,Never,107.0,7.0
9058,1,1,1,1,0,0,0,2,2,0,2,2,0,1,0,2,1,1,1,2,2,2,2,2,0,0,0,2,0,2,-1.0,Democrat,Never,139.0,8.0
9059,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,1,1,1,1,1,1,2,1,2,2,2,2,0,2,-1.0,Democrat,Never,477.0,6.0
9060,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,0.2,Republican,Never,166.0,7.0
9061,1,2,1,2,2,0,2,2,0,2,1,1,2,0,0,2,2,2,1,2,0,0,0,2,0,0,0,0,0,0,-0.2,Republican,Never,188.0,4.0
9062,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,2,0,2,0,1.0,Independent,Never,337.0,5.0
9063,2,2,2,0,0,0,0,0,0,0,2,2,1,0,0,2,2,2,1,0,2,0,0,0,0,0,0,0,0,0,-0.3,Democrat,Sometimes,277.0,4.0
9064,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,-1.0,4.0,Sometimes,1064.0,2.0
9065,1,2,2,1,2,0,2,1,1,2,1,2,0,0,2,2,2,2,1,1,2,2,0,1,2,2,0,1,2,2,-0.8,Independent,Never,107.0,6.0
9066,2,2,2,2,2,2,2,1,2,2,1,2,2,0,2,2,1,1,2,2,2,2,2,2,2,2,2,0,2,1,-1.0,Democrat,Never,207.0,7.0
9067,2,2,2,1,2,0,2,2,2,2,1,2,2,1,0,2,1,1,2,2,2,1,2,2,2,1,2,0,2,1,-1.0,Democrat,Never,82.0,7.0
9068,2,2,1,2,0,0,1,1,2,0,2,2,0,0,0,2,1,1,1,1,2,1,2,1,2,0,2,2,2,2,-1.0,Democrat,Never,139.0,8.0
9069,1,0,2,1,2,2,1,2,2,2,1,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,-1.0,Democrat,Never,139.0,8.0
9070,2,1,2,0,0,0,0,0,2,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,0,2,-0.5,Democrat,Hardly Ever,146.0,8.0
9071,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,1,2,2,2,2,0,0,2,2,2,0.5,Republican,Never,272.0,6.0
9072,2,2,1,2,2,0,2,2,2,2,2,2,2,2,0,2,2,1,2,2,1,2,2,2,2,2,2,0,2,2,-1.0,Democrat,Hardly Ever,109.0,4.0
9073,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,Republican,Never,114.0,8.0
9074,1,1,1,0,2,2,0,1,2,0,0,1,2,0,0,1,1,1,0,0,1,1,0,2,0,0,0,0,2,0,-0.4,Independent,Never,286.0,8.0
9075,2,2,2,2,0,2,2,2,0,0,2,2,2,0,0,2,2,2,2,2,2,0,2,2,0,2,0,0,0,0,0.6,Republican,Hardly Ever,103.0,6.0
9076,1,1,1,1,2,2,1,1,2,2,2,2,2,0,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,-1.0,Democrat,Never,276.0,8.0
9077,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1.0,Republican,Never,371.0,8.0
9078,1,2,2,1,2,1,2,2,2,2,2,2,2,0,2,1,2,2,1,2,2,2,0,2,0,0,2,0,2,0,1.0,Republican,Never,497.0,7.0
9079,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,0,0,2,-1.0,Democrat,Never,66.0,4.0
9080,2,2,2,2,0,0,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,0,2,2,2,2,0,0,2,0,-0.8,Independent,Often,1165.0,2.0
9081,2,2,2,2,1,1,2,2,2,1,2,2,0,0,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0.6,Republican,Hardly Ever,198.0,5.0
9082,1,1,1,0,0,0,2,2,2,0,2,2,0,0,0,1,2,2,0,2,2,0,2,2,0,0,2,0,0,1,0.5,Republican,Never,152.0,7.0
9083,1,1,2,0,0,0,2,2,0,0,2,2,0,0,0,2,1,1,2,2,2,0,2,2,0,0,0,2,2,0,-1.0,Republican,Hardly Ever,250.0,8.0
9084,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,2,2,2,2,1,2,2,2,2,2,0,2,2,2,0.7,Republican,Sometimes,98.0,5.0
9085,1,1,0,2,1,1,1,1,2,1,2,2,2,0,2,1,1,2,2,2,2,2,2,2,2,0,2,2,2,1,0.8,Independent,Often,419.0,3.0
9086,2,2,2,0,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,0,0,0,0,2,1.0,Independent,Sometimes,64.0,4.0
9087,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,-1.0,Democrat,Often,66.0,4.0
9088,1,1,1,1,0,0,2,2,2,0,2,2,2,0,0,2,1,1,1,2,2,0,2,2,0,0,0,2,2,2,-1.0,Independent,Never,1374.0,3.0
9089,2,0,2,1,0,1,2,2,2,2,2,2,0,0,2,1,0,0,1,0,0,2,0,0,0,0,2,0,2,0,0.4,Republican,Hardly Ever,634.0,4.0
9090,2,2,2,0,0,2,2,1,2,0,2,1,2,2,0,2,1,1,2,2,2,2,2,2,0,0,0,0,2,2,-1.0,Independent,Sometimes,210.0,4.0
9091,1,1,1,0,2,0,2,2,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0.3,Republican,Hardly Ever,998.0,6.0
9092,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,0,2,0,0,1,2,2,0,0,0,0,0,0,2,0,-1.0,Independent,Often,77.0,6.0
9093,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0.1,Republican,Sometimes,170.0,3.0
9094,2,2,2,2,2,2,1,2,2,1,1,2,0,1,0,1,2,1,2,1,2,2,0,2,2,0,0,2,2,2,0.4,Independent,Often,137.0,5.0
9095,2,2,1,2,2,0,1,1,2,2,2,2,2,0,0,2,1,1,2,2,2,2,0,2,0,0,0,0,2,0,-1.0,Democrat,Never,232.0,5.0
9096,1,1,1,0,2,2,2,2,2,0,1,2,0,0,0,1,1,1,2,2,2,0,0,2,0,0,0,0,0,0,1.0,Republican,Never,1489.0,5.0
9097,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0.2,Independent,Never,276.0,6.0
9098,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Sometimes,154.0,5.0
9099,2,2,2,0,2,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,0,0.0,Independent,Hardly Ever,1945.0,3.0
9100,1,1,1,1,2,2,1,1,2,2,1,2,2,0,2,1,1,1,1,1,2,2,2,2,2,0,2,2,2,2,0.8,Independent,Hardly Ever,208.0,8.0
9101,2,2,2,1,2,0,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,0,1,2,0,2,2,-0.8,Independent,Never,209.0,3.0
9102,2,2,2,0,2,0,2,2,0,0,0,2,0,0,0,2,0,2,2,2,2,0,0,2,2,0,0,2,0,0,0.0,Independent,Sometimes,1009.0,4.0
9103,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,-0.6,Independent,Sometimes,362.0,2.0
9104,1,2,1,0,0,0,2,2,0,0,2,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,0,2,0,0.8,Republican,Sometimes,994.0,8.0
9105,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,1,2,2,2,2,2,2,0,0,0,2,0,-1.0,Democrat,Never,97.0,7.0
9106,2,2,2,2,1,1,2,2,2,1,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1.0,Republican,Often,212.0,8.0
9107,2,2,2,0,1,1,0,0,0,2,0,0,0,0,0,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1.0,Republican,Never,107.0,7.0
9108,2,2,2,0,2,0,2,2,0,0,2,2,2,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,0,-1.0,4.0,Never,1606.0,4.0
9109,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,-1.0,Democrat,Hardly Ever,66.0,3.0
9110,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,0,2,0,2,0,0.8,Independent,Never,217.0,5.0
9111,2,1,2,2,1,1,2,2,2,2,2,2,2,0,0,1,2,2,2,1,2,2,2,2,0,0,2,2,2,2,0.6,Republican,Never,106.0,7.0
9112,2,2,1,2,2,2,1,1,2,2,2,2,2,0,2,2,2,1,1,2,0,1,2,2,2,2,2,2,2,2,-0.6,Independent,Hardly Ever,228.0,7.0
9113,2,2,1,1,0,2,1,1,1,2,1,1,2,1,0,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,-1.0,Democrat,Sometimes,66.0,4.0
9114,1,1,1,0,0,0,2,2,0,0,0,2,1,0,0,1,1,1,2,2,2,0,0,2,0,0,0,0,0,0,-1.0,4.0,Never,2209.0,3.0
9115,1,2,1,2,2,0,2,2,2,2,2,1,2,2,0,2,1,1,2,1,2,2,2,2,1,1,0,0,2,2,0.0,Independent,Sometimes,198.0,1.0
9116,1,1,1,2,2,2,2,2,2,2,1,2,2,2,0,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,-0.8,Independent,Never,306.0,5.0
9117,2,0,2,1,2,2,2,1,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,-1.0,Independent,Never,219.0,5.0
9118,2,2,2,1,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-1.0,Democrat,Hardly Ever,79.0,4.0
9119,2,2,2,1,2,0,2,2,2,0,1,2,2,0,0,2,2,1,1,2,2,2,2,2,2,2,0,2,2,2,-1.0,Democrat,Hardly Ever,130.0,6.0
9120,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,2,2,1,2,1,1,1,0,1,0,0,2,1,1,1,1.0,Republican,Never,126.0,7.0
9121,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,1,1,1,1,1,2,2,1,2,1,2,0,0,2,2,-0.8,Democrat,Often,310.0,4.0
9122,1,1,1,2,2,2,1,1,1,2,1,2,2,0,0,2,1,1,1,2,2,2,2,2,2,0,2,2,2,2,-0.98,Independent,Hardly Ever,1007.0,7.0
9123,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,2,2,2,0,2,2,-1.0,Democrat,Sometimes,132.0,3.0
9124,2,1,2,1,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,1,2,-1.0,Democrat,Hardly Ever,258.0,4.0
9125,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,-0.96,Democrat,Never,122.0,3.0
9126,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,-1.0,Independent,Sometimes,94.0,3.0
9127,1,1,1,2,2,0,2,2,2,0,2,1,2,2,0,1,2,1,2,2,1,0,2,2,0,0,0,2,2,2,0.5,Republican,Never,152.0,6.0
9128,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,0,0,0,2,2,0.4,Independent,Often,165.0,5.0
9129,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2,2,-0.84,Republican,Never,152.0,7.0
9130,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,-1.0,Democrat,Sometimes,224.0,6.0
9131,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,0,2,0,0,2,0,2,2,0.5,Republican,Never,107.0,5.0
9132,1,2,2,1,2,0,1,1,2,2,1,2,2,2,0,2,1,2,1,1,2,1,2,2,2,2,2,0,0,1,-1.0,Democrat,Never,76.0,7.0
9133,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1,1,2,2,2,2,2,0,0,0,0,0,2,-1.0,Independent,Never,584.0,4.0
9134,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,0,2,2,0,0,2,2,2,-1.0,Independent,Sometimes,180.0,5.0
9135,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,1,2,2,2,2,2,2,2,2,0,0,2,2,-0.9,Democrat,Sometimes,380.0,4.0
9136,2,1,1,2,2,2,2,2,2,0,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,0,0,2,2,2,-1.0,Democrat,Never,116.0,4.0
9137,2,1,1,0,0,0,0,0,0,0,2,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,Democrat,Sometimes,346.0,5.0
9138,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,-1.0,Democrat,Often,232.0,4.0
9139,2,2,1,1,2,2,1,1,2,2,1,2,2,0,0,2,2,1,1,1,1,0,2,2,2,2,0,0,2,2,-0.6,Independent,Hardly Ever,165.0,5.0
9140,2,2,2,2,0,0,0,2,2,0,2,1,2,2,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,-1.0,Democrat,Hardly Ever,61.0,4.0
9141,1,2,2,0,0,2,2,2,0,2,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,2,0,1.0,Republican,Never,553.0,5.0
9142,2,2,2,2,0,0,1,1,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,2,1,0,2,2,2,-1.0,Democrat,Often,338.0,4.0
9143,2,2,2,1,2,2,2,2,2,2,1,2,2,0,0,1,2,2,1,2,2,2,2,1,2,0,0,2,2,2,0.2,Independent,Often,395.0,4.0
9144,1,1,1,1,2,2,1,1,1,2,2,1,2,2,0,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,-1.0,Democrat,Never,161.0,7.0
9145,2,2,2,0,2,2,2,2,0,2,2,2,0,0,0,2,2,2,2,2,2,2,1,2,0,0,0,0,2,0,1.0,Republican,Sometimes,250.0,8.0
9146,2,2,2,2,0,0,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,0,2,2,-1.0,Democrat,Often,206.0,4.0
9147,1,1,1,1,2,0,1,1,1,2,1,2,2,1,2,2,1,1,0,2,2,1,2,2,2,1,2,0,2,1,-0.98,Independent,Sometimes,217.0,3.0
9148,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1.0,Independent,Never,515.0,4.0
9149,2,1,1,1,2,2,1,1,2,2,2,2,2,2,0,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Sometimes,154.0,5.0
9150,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Hardly Ever,237.0,5.0
9151,1,1,1,1,2,2,1,1,1,2,1,2,2,0,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,-1.0,Independent,Hardly Ever,424.0,8.0
9152,2,2,1,2,0,0,0,2,0,0,0,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0.3,Republican,Hardly Ever,185.0,6.0
9153,1,2,1,2,2,0,2,2,2,0,2,1,0,2,2,1,1,1,2,2,2,0,1,2,0,0,0,0,2,2,-1.0,Democrat,Never,96.0,4.0
9154,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,Democrat,Hardly Ever,1306.0,5.0
9155,1,2,2,2,1,1,2,2,2,0,2,2,2,0,0,1,2,2,0,2,2,0,0,2,0,0,0,0,2,0,0.9,Independent,Never,1102.0,7.0
9156,2,2,2,1,0,2,2,1,1,0,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2,-1.0,Independent,Never,120.0,6.0
9157,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-1.0,Democrat,Sometimes,187.0,4.0
9158,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,-1.0,Democrat,Often,174.0,3.0
9159,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,-1.0,Democrat,Often,188.0,4.0
9160,2,1,2,1,2,2,2,1,2,1,2,2,2,0,0,2,2,2,1,1,2,2,2,0,2,2,0,1,2,2,0.0,4.0,Never,228.0,7.0
9161,1,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,-0.2,Independent,Hardly Ever,90.0,4.0
9162,2,2,2,2,1,2,1,1,2,2,2,2,2,0,2,2,2,2,1,1,2,2,2,2,1,0,2,2,2,2,0.6,Democrat,Never,159.0,7.0
9163,2,2,2,1,2,2,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,-0.6,Independent,Never,416.0,3.0
9164,2,2,2,0,2,0,2,2,0,0,0,2,0,0,0,2,0,2,2,2,2,0,0,2,0,0,0,2,2,2,1.0,Republican,Never,98.0,8.0
9165,1,1,1,1,0,2,2,1,2,2,1,2,2,0,0,2,1,1,2,1,2,2,2,2,2,2,2,0,0,2,-1.0,Democrat,Never,119.0,6.0
9166,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,2,-1.0,Democrat,999,236.0,8.0
9167,1,1,1,2,2,2,2,2,2,0,2,2,2,0,0,1,2,1,2,2,2,0,2,2,2,0,0,0,2,0,0.4,Republican,Sometimes,188.0,4.0
9168,0,2,2,0,2,2,0,0,0,2,0,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0.8,4.0,Never,175.0,5.0
9169,1,1,1,0,2,2,2,2,2,2,1,2,0,2,0,1,1,1,1,2,2,2,0,2,0,0,2,2,2,2,-1.0,Independent,Never,185.0,7.0
9170,2,0,0,0,0,0,1,2,2,0,0,2,0,0,0,2,2,1,1,1,2,2,1,2,0,2,2,2,2,2,-0.9,Democrat,Often,531.0,2.0
9171,1,2,2,0,2,2,2,2,0,0,0,2,0,0,0,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0.0,Republican,Never,146.0,6.0
9172,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0.6,Republican,Sometimes,337.0,6.0
9173,2,2,2,0,0,0,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,0.2,Republican,Often,756.0,4.0
9174,2,2,2,2,2,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,Democrat,Never,282.0,3.0
9175,1,2,2,2,2,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Independent,Often,340.0,6.0
9176,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,1,2,2,2,0,2,2,2,2,0,2,2,2,-1.0,Democrat,Sometimes,255.0,4.0
9177,2,2,2,0,0,0,2,1,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,-1.0,Independent,Sometimes,1368.0,2.0
9178,0,0,2,0,1,1,2,2,2,2,0,2,2,0,2,1,2,2,2,2,2,2,2,2,0,0,2,0,2,2,0.5,Republican,Never,237.0,7.0
9179,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,-1.0,Democrat,Often,409.0,3.0
9180,1,2,1,2,0,0,2,2,2,0,2,2,2,0,0,1,2,0,2,0,2,0,2,2,0,0,0,0,2,2,0.0,Republican,Hardly Ever,803.0,3.0
