,ABC News,CBS News,NBC News,NPR,Rush Limbaugh Show (radio),Sean Hannity Show (radio),Washington Post,The New York Times,HuffPost,Breitbart,BBC,Time,Univision,Vice,Daily Caller,Fox News,MSNBC,CNN,PBS,The Wall Street Journal,USA Today,Politico,BuzzFeed,Newsweek,Business Insider,Vox,The Hill,Washington Examiner,New York Post,The Guardian,Opinion of Trump,Party,Social Media Usage,Weights,Age/Sex Category
563,2,2,2,1,2,2,2,1,2,2,1,2,0,0,0,2,2,2,1,2,2,2,2,2,0,0,0,0,2,2,-1.0,Independent,Never,842.0,8.0
564,1,2,2,0,1,1,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,0.9,Republican,Never,157.0,8.0
565,2,1,1,2,2,2,1,1,2,2,2,1,2,0,2,2,1,1,1,1,2,1,2,2,0,0,2,2,2,2,-1.0,Independent,Never,427.0,3.0
566,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,-1.0,Democrat,Sometimes,94.0,8.0
567,2,2,2,1,2,2,2,2,2,2,1,2,0,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,-0.92,Democrat,Hardly Ever,138.0,4.0
568,1,2,1,2,0,0,1,1,2,2,2,2,0,0,0,1,2,1,2,2,2,2,2,2,2,2,0,1,1,2,0.2,Independent,Never,260.0,7.0
569,2,1,1,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0.4,Independent,Never,69.0,5.0
570,1,2,2,1,2,1,2,2,2,0,2,2,0,0,0,1,2,2,1,2,2,2,2,2,2,0,0,2,2,0,0.4,Republican,Sometimes,131.0,8.0
571,1,1,1,1,1,1,2,1,1,1,1,2,2,0,1,1,2,1,1,1,1,1,2,1,0,2,1,2,1,2,0.5,Republican,Sometimes,285.0,7.0
572,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,0,1,2,1,2,2,2,2,2,2,2,2,0.5,Independent,Sometimes,123.0,6.0
573,2,1,1,1,0,0,2,2,1,2,1,1,0,0,0,2,1,1,1,2,2,2,0,2,0,0,0,2,0,0,-1.0,Democrat,Hardly Ever,61.0,8.0
574,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0,2,1,2,2,2,1,2,0,2,0,0,0,0,2,0,-0.8,Democrat,Hardly Ever,140.0,7.0
575,1,1,1,1,1,1,2,1,1,1,2,2,2,0,1,0,2,1,1,1,1,1,2,2,2,0,1,2,2,2,1.0,Independent,Often,117.0,6.0
576,2,2,2,2,2,1,2,2,0,0,2,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,2,2,2,2,1.0,Republican,999,1110.0,7.0
577,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,1,2,2,2,2,2,2,2,0,2,2,2,2,0.5,Republican,Never,179.0,4.0
578,2,1,1,0,2,2,2,2,2,0,2,2,0,0,0,1,2,2,2,0,2,0,0,2,0,0,0,2,2,0,0.8,Republican,Sometimes,288.0,7.0
579,2,2,2,1,2,2,1,1,2,2,1,2,2,2,0,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Never,53.0,6.0
580,2,2,2,0,0,2,0,2,2,2,2,2,0,0,0,1,2,2,0,2,0,0,0,2,0,0,0,0,0,0,1.0,Republican,Sometimes,218.0,7.0
581,2,2,2,1,2,2,1,1,1,2,1,2,2,2,0,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,-0.8,Independent,Sometimes,137.0,4.0
582,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,2,0,0,2,0,0,0,0,0,0,1.0,Republican,Never,478.0,5.0
583,1,1,2,1,2,2,2,2,2,0,1,1,0,0,0,2,2,2,1,2,2,2,2,2,0,2,0,0,2,2,-0.4,Republican,Hardly Ever,84.0,6.0
584,2,1,2,1,0,0,1,1,0,0,1,1,0,0,0,2,2,2,1,2,1,2,0,2,0,0,0,0,0,0,-1.0,Democrat,Never,62.0,8.0
585,1,1,1,1,0,0,1,1,1,0,0,2,0,0,0,2,1,1,2,2,1,2,1,2,0,0,2,2,2,2,-1.0,Democrat,Often,54.0,7.0
586,2,2,2,0,0,0,2,2,0,0,0,2,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.4,Republican,Never,1250.0,3.0
587,2,2,2,2,1,1,2,2,2,2,2,2,2,0,1,1,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0.9,Republican,Hardly Ever,121.0,6.0
588,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,-0.5,Independent,Hardly Ever,119.0,4.0
589,2,1,1,2,2,2,1,2,1,2,1,2,0,0,0,1,1,1,2,1,2,1,1,2,0,1,0,0,0,1,-1.0,Independent,Hardly Ever,276.0,8.0
590,2,2,2,2,1,1,2,2,2,1,2,2,2,0,2,1,2,2,2,2,2,2,0,2,2,0,2,2,1,2,0.6,Republican,Hardly Ever,124.0,5.0
591,1,1,1,0,2,0,2,1,1,2,1,2,2,0,0,2,1,1,1,2,2,2,2,2,0,0,2,2,2,2,-1.0,Democrat,Sometimes,59.0,8.0
592,1,1,1,0,2,0,2,2,0,0,0,2,0,0,0,2,1,2,2,2,2,2,0,2,0,0,0,0,0,0,-1.0,Democrat,Sometimes,211.0,6.0
593,1,1,1,1,2,2,1,1,2,2,1,1,0,0,0,2,1,1,1,1,2,1,2,2,0,0,0,0,1,2,-1.0,Democrat,Never,94.0,8.0
594,2,2,2,2,2,0,2,2,0,0,2,2,0,0,0,1,2,2,2,2,2,0,0,2,0,0,2,0,2,2,0.6,Independent,Never,187.0,7.0
595,1,1,1,2,2,2,0,2,0,0,2,0,0,0,0,1,1,1,2,2,2,0,0,2,0,0,0,2,2,0,-1.0,Independent,Never,744.0,7.0
596,2,2,2,1,2,2,1,1,2,2,1,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Never,89.0,8.0
597,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,2,1,2,2,2,1,1,2,2,2,2,2,0,2,2,-1.0,Democrat,Never,79.0,8.0
598,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0.0,Republican,Never,151.0,8.0
599,1,1,1,0,2,0,2,2,0,0,2,2,2,0,0,1,2,1,1,2,2,0,0,2,0,0,0,0,2,2,-0.12,Republican,Never,926.0,8.0
600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,-0.9,Republican,Never,77.0,8.0
601,1,2,1,2,2,2,2,2,2,2,2,1,2,0,0,2,2,1,2,2,2,2,2,2,0,0,0,0,2,0,-1.0,Democrat,Sometimes,228.0,8.0
602,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,2,0,2,1,0,2,1,0.8,Republican,Never,143.0,8.0
603,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,0,0,2,2,2,-0.1,Independent,Never,357.0,3.0
604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Republican,Never,195.0,7.0
605,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,Independent,Hardly Ever,384.0,7.0
606,2,2,1,2,2,2,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2,2,0.6,Republican,Hardly Ever,239.0,3.0
607,2,2,2,0,0,0,0,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,2,0,0,0,0,2,0,0.0,Democrat,Often,152.0,6.0
608,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,-0.98,Independent,Never,173.0,6.0
609,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0.8,Republican,Never,87.0,7.0
610,1,1,1,0,0,2,2,2,2,0,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,0,2,0,2,2,1.0,Independent,Sometimes,502.0,6.0
611,2,2,2,0,0,0,2,2,0,0,2,2,0,0,0,2,1,2,0,2,2,0,0,2,2,0,0,2,0,0,-1.0,Democrat,Never,143.0,5.0
612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0.8,Republican,Never,61.0,3.0
613,2,2,2,2,1,2,0,2,2,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.7,Republican,Hardly Ever,142.0,6.0
614,1,1,1,2,2,0,2,2,2,0,2,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.8,Democrat,Sometimes,73.0,5.0
615,1,2,1,0,1,0,2,2,0,0,0,2,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,1.0,Republican,999,1333.0,8.0
616,2,2,2,2,2,0,2,0,2,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2,0,-0.5,Democrat,Never,77.0,4.0
617,2,2,1,2,2,2,2,2,2,2,1,2,2,0,0,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0.6,Democrat,Hardly Ever,69.0,6.0
618,2,1,1,0,2,2,2,2,2,0,2,2,0,0,0,2,1,1,1,2,1,2,0,2,0,0,2,0,2,2,-1.0,Democrat,Never,281.0,8.0
619,2,1,2,2,1,0,2,0,0,0,1,2,2,0,0,1,2,2,2,2,2,0,0,2,0,0,0,2,2,0,1.0,Republican,999,370.0,8.0
620,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,1,2,2,2,0,2,2,2,0,0,2,2,0,-0.2,Independent,Never,124.0,8.0
621,2,2,2,1,2,2,2,2,2,2,1,2,2,2,0,2,2,1,2,2,2,1,2,2,2,2,2,0,0,2,-1.0,Independent,Hardly Ever,110.0,1.0
622,2,2,2,0,2,2,2,2,0,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2,0,0.5,Republican,Sometimes,378.0,8.0
623,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Never,98.0,3.0
624,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1.0,Republican,Often,66.0,7.0
625,1,1,1,1,2,2,1,1,1,2,2,2,0,0,0,2,1,1,1,2,2,2,1,2,0,0,1,2,2,1,-1.0,Independent,Never,63.0,6.0
626,2,2,1,2,2,2,1,2,2,2,2,1,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0.74,Republican,Never,56.0,6.0
627,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,2,2,2,2,2,2,2,2,0,0,2,0,2,0.04,Republican,Never,127.0,8.0
628,2,2,2,2,2,1,2,2,2,2,2,2,0,0,2,1,0,2,2,2,2,2,0,2,0,0,1,2,2,0,0.9,Republican,Hardly Ever,69.0,7.0
629,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,-1.0,Democrat,Often,186.0,6.0
630,1,1,1,1,2,2,2,2,2,0,2,2,2,2,0,2,2,1,2,2,2,0,0,2,2,2,2,0,2,2,-1.0,Democrat,Sometimes,101.0,6.0
631,2,1,1,1,0,0,1,1,2,0,1,2,0,0,0,0,2,2,1,1,2,1,2,2,0,2,0,0,2,2,-1.0,Democrat,Never,236.0,8.0
632,0,0,1,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0.0,Independent,Never,219.0,8.0
633,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0,Independent,Often,117.0,6.0
634,2,2,2,0,0,0,2,2,2,0,0,2,0,0,0,2,0,2,2,2,2,0,0,2,0,0,0,0,2,0,0.78,Republican,Often,105.0,4.0
635,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,1,1,2,1,2,2,2,2,2,2,0,2,2,2,-1.0,Democrat,Sometimes,61.0,6.0
636,2,2,2,2,1,1,2,2,2,2,2,2,0,0,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,2,1.0,Republican,Often,95.0,6.0
637,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0,2,0,2,2,-0.8,Democrat,Hardly Ever,68.0,7.0
638,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,-0.7,Democrat,Never,108.0,6.0
639,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,Republican,Often,204.0,2.0
640,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,1,2,0,2,1,2,2,0,2,2,0,0,2,2,2,1.0,Republican,Never,80.0,5.0
641,1,1,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,-1.0,Democrat,Often,61.0,8.0
642,2,2,2,0,1,1,2,2,2,2,2,2,0,0,2,1,2,2,2,2,2,2,2,2,0,0,0,2,2,2,1.0,Independent,Sometimes,131.0,8.0
643,2,2,1,1,2,2,2,2,1,2,2,2,0,0,0,1,2,2,2,2,1,1,2,2,0,2,0,0,2,1,-1.0,Independent,Often,68.0,5.0
644,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,-1.0,Independent,Never,116.0,8.0
645,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,-0.2,Independent,Never,68.0,5.0
646,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,1.0,Independent,Never,1847.0,8.0
647,2,1,1,1,2,2,1,1,2,2,2,2,2,2,0,2,1,2,1,1,2,2,2,2,2,2,1,0,2,2,-1.0,Democrat,Hardly Ever,51.0,5.0
648,2,2,2,0,1,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,2,2,2,1.0,Republican,Never,361.0,8.0
649,1,1,1,2,2,2,2,2,2,2,2,2,0,0,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,2,1.0,Republican,Never,325.0,8.0
650,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,2,0,0,0,2,0,-1.0,Democrat,999,393.0,8.0
651,2,2,1,2,2,2,2,2,1,0,2,2,0,0,0,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,-0.1,Republican,Often,121.0,8.0
652,2,2,2,1,1,2,2,2,2,1,1,2,2,0,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,0.98,Republican,Often,141.0,8.0
653,2,2,2,2,1,1,2,0,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1.0,Republican,Never,263.0,7.0
654,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,0,2,2,-1.0,Democrat,Never,184.0,8.0
655,2,2,2,1,2,0,1,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,-1.0,Democrat,Sometimes,76.0,4.0
656,1,1,1,0,1,1,2,2,2,2,2,2,0,0,2,1,2,2,1,1,2,2,0,2,2,0,2,0,0,2,-0.1,Independent,Sometimes,267.0,8.0
657,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,0,0,1,1,1,2,1.0,Republican,Often,50.0,7.0
658,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,0,0,2,2,1,2,-1.0,Independent,Never,92.0,5.0
659,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,Independent,Never,374.0,7.0
660,2,2,2,2,1,1,2,2,2,1,2,0,2,0,2,1,2,2,2,2,2,2,2,2,0,0,0,0,2,0,1.0,Independent,Never,84.0,5.0
661,2,1,1,0,2,1,2,2,2,0,2,2,2,0,0,1,1,1,2,2,2,2,0,2,2,0,0,0,2,2,0.9,Republican,Often,275.0,3.0
662,2,2,2,0,1,2,2,2,0,0,0,2,0,0,0,1,2,2,2,2,2,2,0,2,0,0,2,0,2,0,0.8,Republican,Never,596.0,7.0
663,2,1,1,1,0,2,2,1,2,2,1,1,0,0,0,2,1,1,1,1,2,1,2,2,0,2,0,0,2,2,-1.0,Democrat,Never,162.0,7.0
664,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,0.6,Republican,Often,101.0,7.0
665,1,2,2,1,2,2,2,2,2,2,2,2,2,1,0,1,2,1,2,2,2,2,2,2,2,2,0,0,2,2,-1.0,Democrat,Sometimes,313.0,1.0
666,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,0,2,2,2,-1.0,Democrat,Never,167.0,3.0
667,1,1,1,0,2,2,2,2,0,0,0,2,0,0,0,2,1,1,1,0,2,0,0,2,0,0,0,0,0,0,-1.0,Democrat,Never,135.0,8.0
668,2,2,2,2,1,1,1,1,2,1,1,2,2,0,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,-0.2,Republican,Hardly Ever,73.0,7.0
669,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0.8,Independent,Sometimes,262.0,7.0
670,1,2,2,0,0,0,0,0,0,0,0,2,2,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,-1.0,Independent,999,388.0,4.0
671,2,1,2,2,1,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.7,Republican,Never,74.0,6.0
672,2,2,2,1,0,0,2,2,0,0,2,2,0,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0.2,Republican,Never,116.0,2.0
673,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,1,2,2,2,2,1,2,1,2,2,0,2,2,2,2,0.6,Republican,Never,119.0,8.0
674,1,1,1,0,2,2,2,2,2,0,2,2,0,0,0,1,2,1,1,1,2,0,0,2,0,0,0,2,2,0,-1.0,Republican,Never,240.0,8.0
675,1,1,1,2,2,2,1,1,2,2,1,2,0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,-0.98,Democrat,Never,51.0,7.0
676,2,2,2,2,2,2,1,2,1,2,2,2,0,2,0,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,-0.9,Democrat,Sometimes,87.0,4.0
677,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,2,2,0,0,0,2,0,2,2,0.4,Republican,Hardly Ever,120.0,8.0
678,1,1,1,1,0,2,2,2,0,2,2,2,0,0,0,2,1,1,2,2,2,2,0,2,2,0,0,0,2,0,-0.4,Democrat,Hardly Ever,227.0,8.0
679,2,2,2,2,2,2,1,1,2,0,2,2,2,2,0,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,-1.0,Democrat,Hardly Ever,220.0,3.0
680,2,2,2,2,1,1,2,2,2,2,2,2,0,0,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,2,1.0,Independent,Never,247.0,5.0
681,2,1,1,0,0,0,2,2,0,0,0,2,0,0,0,1,1,1,2,2,2,0,0,2,0,0,0,0,0,0,0.5,Independent,999,799.0,6.0
682,2,2,2,2,1,2,2,2,2,1,1,2,2,0,2,1,1,1,2,1,2,2,2,2,0,2,2,2,2,2,0.5,Republican,Never,145.0,7.0
683,2,2,2,2,2,1,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,0,2,1,0,0,0,0,0,0,1.0,Republican,Hardly Ever,336.0,5.0
684,2,2,2,1,2,2,2,1,2,2,1,2,2,0,0,1,1,2,2,2,2,2,2,2,0,2,0,0,2,2,-0.46,4.0,Never,127.0,5.0
685,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,0,2,0,0,2,2,0,2,2,2,0,0.4,Independent,Sometimes,178.0,8.0
686,1,2,1,2,1,1,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0.98,Republican,Sometimes,431.0,7.0
687,2,2,1,2,1,0,1,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0.9,Republican,Never,104.0,6.0
688,2,2,2,1,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,0,2,0,-1.0,Democrat,Never,55.0,6.0
689,2,2,2,2,0,2,2,2,2,2,2,2,2,1,0,2,2,1,2,2,2,1,2,2,2,2,2,0,2,1,-0.8,Democrat,Sometimes,118.0,3.0
690,1,1,1,0,0,0,0,2,2,0,2,2,0,0,0,2,1,2,2,2,2,0,2,2,0,0,0,0,2,0,-1.0,Democrat,Hardly Ever,193.0,6.0
691,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,0.9,Republican,Often,220.0,6.0
692,1,1,1,1,2,2,2,1,1,2,1,1,0,0,0,2,2,2,1,1,2,2,1,1,2,2,2,0,1,0,-1.0,Independent,Sometimes,662.0,5.0
693,1,2,1,1,2,2,1,1,1,2,2,2,2,0,0,1,1,1,1,1,2,2,2,2,0,2,2,0,0,2,-1.0,Democrat,Hardly Ever,320.0,6.0
694,2,2,2,1,2,2,1,1,2,2,1,2,2,0,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,-0.9,Independent,Never,61.0,7.0
695,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,-1.0,Democrat,Never,109.0,7.0
696,2,2,2,1,2,2,2,1,2,2,1,1,2,2,0,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,-1.0,Democrat,Hardly Ever,67.0,4.0
697,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,1,2,1,2,1,1,2,0,2,2,2,0,2,2,2,0.7,Independent,Never,84.0,5.0
698,1,2,2,2,0,2,2,2,0,2,2,2,2,0,0,1,2,2,2,2,1,2,2,2,2,0,0,0,2,0,-1.0,Democrat,Never,211.0,6.0
699,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0.0,Republican,Never,246.0,5.0
700,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,0,2,2,2,2,2,-1.0,Independent,Never,286.0,6.0
701,1,2,1,0,2,2,2,2,2,2,2,2,2,2,0,1,2,1,2,2,2,2,2,1,0,0,0,2,2,0,0.3,Republican,Never,141.0,5.0
702,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0.6,Republican,Never,150.0,5.0
703,1,1,1,2,2,2,2,2,0,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,0.4,Republican,Often,96.0,6.0
704,1,2,1,2,1,2,2,2,0,0,2,2,0,0,0,1,2,2,2,2,2,0,2,2,0,0,0,0,2,0,0.7,Republican,Hardly Ever,64.0,7.0
705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.6,Republican,99,118.0,7.0
706,1,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,1,1,2,2,0,0,2,0,0,0,0,2,0,1.0,Republican,999,64.0,7.0
707,2,1,1,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,Republican,999,370.0,8.0
708,1,1,1,1,2,2,2,1,2,2,1,2,0,2,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-1.0,Democrat,Never,68.0,4.0
709,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,0,-0.96,Democrat,Never,59.0,5.0
710,2,2,2,0,2,0,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,2,0.0,Independent,Sometimes,514.0,4.0
711,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,2,2,1,2,2,2,2,2,2,0,0,2,2,2,0.7,Republican,Sometimes,409.0,7.0
712,2,2,2,1,2,2,2,1,1,2,2,2,2,2,0,2,1,1,1,2,2,2,2,1,0,2,2,2,2,2,-0.8,Democrat,Never,88.0,4.0
713,2,2,2,0,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0.5,Republican,Hardly Ever,135.0,8.0
714,1,1,0,0,0,2,2,2,2,0,2,2,2,2,0,1,1,2,2,2,2,0,2,2,0,0,0,0,2,2,-0.2,Democrat,Often,313.0,6.0
715,1,1,1,1,2,2,2,2,2,2,2,2,0,2,0,2,1,1,1,2,2,2,2,2,2,0,0,0,2,2,-1.0,Independent,Hardly Ever,248.0,6.0
716,1,1,1,1,0,2,2,2,0,0,1,2,0,2,0,2,1,1,2,2,2,2,2,2,0,0,0,0,2,0,-1.0,Democrat,Never,182.0,5.0
717,2,2,2,0,0,2,2,2,2,0,2,2,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0.5,Republican,Hardly Ever,119.0,6.0
718,2,2,2,0,2,2,2,0,2,2,0,0,0,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0.6,Republican,Sometimes,143.0,8.0
719,2,2,2,1,2,2,2,1,2,2,2,2,0,0,0,2,2,2,1,2,2,0,2,2,1,0,0,0,2,2,-1.0,Democrat,Hardly Ever,125.0,6.0
720,2,2,2,2,1,2,2,2,2,2,2,2,0,0,2,1,2,2,2,1,2,2,2,2,0,0,2,2,0,0,1.0,Republican,Never,80.0,7.0
721,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,-0.6,Independent,Sometimes,123.0,4.0
722,2,1,1,2,2,2,2,2,0,0,2,2,0,0,0,1,2,2,2,2,1,0,2,2,2,0,0,0,2,0,0.2,Republican,Hardly Ever,220.0,7.0
723,2,2,1,1,2,2,1,1,1,2,2,2,0,2,0,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,-0.8,Independent,Often,254.0,4.0
724,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,0,2,2,0,0,0,2,0,0.88,Democrat,99,130.0,3.0
725,2,2,2,2,2,1,2,2,2,0,0,2,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0.8,Republican,Hardly Ever,169.0,6.0
726,1,1,1,1,2,2,2,1,1,2,1,1,2,0,0,2,0,1,2,0,2,1,1,1,0,1,2,0,0,1,-1.0,Independent,Sometimes,184.0,8.0
727,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.4,Republican,Sometimes,243.0,3.0
